232			
451	9023.616087	4669.198344	1171.350951     1
450	9013.134759	4654.811493	546.652217      1
466	8957.362086	5254.227742	3946.464831     1
465	9021.573403	5274.803078	3571.839956     1
464	9022.676151	5273.095788	2973.983171     1
463	9022.602483	5274.646760	2371.919159     1
462	9022.739142	5265.125964	1773.475013     1
461	9022.540280	5271.621472	1169.907794     1
460	9011.195960	5255.648880	546.929606      1
476	8955.934310	5848.833300	3975.827121     1
475	9020.084056	5859.912323	3570.76523      1
474	9021.085564	5867.805061	2971.849251     1
473	9021.101832	5874.740736	2371.312218     1
472	9021.676194	5894.990625	1770.774095     1
471	9021.355774	5894.040588	1169.673891     1
470	9009.686748	5917.312883	546.904529      1
486	8954.289334	6470.522238	3964.365765     1
485	9017.882829	6483.001596	3573.269451     1
484	9019.754808	6474.844254	2970.669507     1
483	9019.889255	6456.483910	2372.269748     1
482	9020.382181	6465.989922	1771.698875     1
481	9020.592490	6474.265395	1169.651084     1
480	9010.027064	6490.854779	547.039807      1
496	8951.253515	7032.827664	3977.400212     1
495	9015.989946	7033.034786	3572.903468     1
494	9018.487973	7044.720796	2971.95266      1
493	9018.270132	7075.231699	2369.984909     1
492	9018.023317	7080.711208	1771.11808      1
491	9019.576833	7096.596743	1169.003415     1
490	9009.361744	7094.218289	549.343742      1
506	8949.358704	7683.968305	3965.603511     1
505	9015.423305	7682.895657	3568.924555     1
504	9016.782275	7676.211596	2969.521216     1
503	9015.743221	7674.521408	2370.429594     1
502	9015.656045	7676.763725	1768.463329     1
501	9018.161235	7673.528476	1169.12708      1
500	9008.210128	7672.979630	550.829909      1
515	9015.613681	8100.553879	3567.739907     1
514	9016.614414	8102.161910	2968.259827     1
512	9015.477928	8104.414977	1769.720471     1
511	9017.793897	8113.521054	1168.965057     1
510	9008.117297	8106.071469	548.280783      1
